wavenumber,absorbance
2773.51838,0.11425
2772.55402,0.11417
2771.58965,0.11406
2770.62528,0.11395
2769.66092,0.11382
2768.69655,0.11371
2767.73218,0.11366
2766.76782,0.1136
2765.80345,0.11346
2764.83908,0.11331
2763.87472,0.11322
2762.91035,0.11318
2761.94598,0.1131
2760.98162,0.11296
2760.01725,0.11282
2759.05288,0.11267
2758.08852,0.11249
2757.12415,0.11233
2756.15979,0.11224
2755.19542,0.11213
2754.23105,0.11192
2753.26669,0.11174
2752.30232,0.11168
2751.33795,0.11163
2750.37359,0.11151
2749.40922,0.11139
2748.44485,0.1113
2747.48049,0.11119
2746.51612,0.11102
2745.55175,0.11086
2744.58739,0.11078
2743.62302,0.11072
2742.65865,0.1106
2741.69429,0.11039
2740.72992,0.11015
2739.76555,0.10995
2738.80119,0.10984
2737.83682,0.10978
2736.87245,0.10969
2735.90809,0.10953
2734.94372,0.10934
2733.97935,0.10919
2733.01499,0.10905
2732.05062,0.10886
2731.08625,0.10862
2730.12189,0.10841
2729.15752,0.10826
2728.19315,0.10819
2727.22879,0.10812
2726.26442,0.10801
2725.30005,0.10784
2724.33569,0.10767
2723.37132,0.10753
2722.40695,0.1074
2721.44259,0.10726
2720.47822,0.10708
2719.51385,0.1069
2718.54949,0.10676
2717.58512,0.10665
2716.62075,0.1065
2715.65639,0.10632
2714.69202,0.10619
2713.72765,0.10608
2712.76329,0.10593
2711.79892,0.10576
2710.83455,0.10561
2709.87019,0.10545
2708.90582,0.10526
2707.94145,0.10508
2706.97709,0.10494
2706.01272,0.10481
2705.04835,0.10469
2704.08399,0.10462
2703.11962,0.10453
2702.15525,0.1043
2701.19089,0.10399
2700.22652,0.10374
2699.26215,0.10358
2698.29779,0.10345
2697.33342,0.10331
2696.36906,0.10317
2695.40469,0.10302
2694.44032,0.10292
2693.47596,0.10289
2692.51159,0.10285
2691.54722,0.10268
2690.58286,0.10242
2689.61849,0.1022
2688.65412,0.10212
2687.68976,0.10207
2686.72539,0.10197
2685.76102,0.10182
2684.79666,0.10168
2683.83229,0.10158
2682.86792,0.10147
2681.90356,0.10131
2680.93919,0.10113
2679.97482,0.101
2679.01046,0.10088
2678.04609,0.10073
2677.08172,0.10061
2676.11736,0.10055
2675.15299,0.10044
2674.18862,0.10023
2673.22426,0.10002
2672.25989,0.09986
2671.29552,0.09972
2670.33116,0.0996
2669.36679,0.0995
2668.40242,0.09938
2667.43806,0.09927
2666.47369,0.09922
2665.50932,0.0992
2664.54496,0.09913
2663.58059,0.09898
2662.61622,0.09878
2661.65186,0.09854
2660.68749,0.0983
2659.72312,0.0981
2658.75876,0.09798
2657.79439,0.09786
2656.83002,0.09767
2655.86566,0.09745
2654.90129,0.0973
2653.93692,0.09723
2652.97256,0.09711
2652.00819,0.09692
2651.04382,0.09669
2650.07946,0.09648
2649.11509,0.09629
2648.15072,0.09609
2647.18636,0.09583
2646.22199,0.09556
2645.25762,0.09533
2644.29326,0.09513
2643.32889,0.09496
2642.36452,0.09487
2641.40016,0.0948
2640.43579,0.09469
2639.47142,0.09449
2638.50706,0.09424
2637.54269,0.09401
2636.57832,0.09386
2635.61396,0.09377
2634.64959,0.09367
2633.68523,0.09358
2632.72086,0.09354
2631.75649,0.0935
2630.79213,0.09334
2629.82776,0.09308
2628.86339,0.09283
2627.89903,0.09261
2626.93466,0.09239
2625.97029,0.09222
2625.00593,0.09213
2624.04156,0.09209
2623.07719,0.09204
2622.11283,0.09195
2621.14846,0.09178
2620.18409,0.09156
2619.21973,0.09135
2618.25536,0.09114
2617.29099,0.09089
2616.32663,0.09065
2615.36226,0.09055
2614.39789,0.09063
2613.43353,0.09078
2612.46916,0.09083
2611.50479,0.0907
2610.54043,0.09051
2609.57606,0.09036
2608.61169,0.09014
2607.64733,0.08979
2606.68296,0.08953
2605.71859,0.08952
2604.75423,0.08958
2603.78986,0.0895
2602.82549,0.08926
2601.86113,0.08906
2600.89676,0.089
2599.93239,0.08896
2598.96803,0.08883
2598.00366,0.08869
2597.03929,0.08858
2596.07493,0.08845
2595.11056,0.08836
2594.14619,0.08842
2593.18183,0.08848
2592.21746,0.08831
2591.25309,0.08796
2590.28873,0.08771
2589.32436,0.08772
2588.35999,0.08777
2587.39563,0.08765
2586.43126,0.08749
2585.46689,0.08741
2584.50253,0.08723
2583.53816,0.08692
2582.57379,0.08674
2581.60943,0.08676
2580.64506,0.08679
2579.68069,0.08675
2578.71633,0.0867
2577.75196,0.08669
2576.78759,0.08669
2575.82323,0.08659
2574.85886,0.08624
2573.89449,0.08585
2572.93013,0.08574
2571.96576,0.08584
2571.0014,0.08576
2570.03703,0.08548
2569.07266,0.08537
2568.1083,0.0855
2567.14393,0.0856
2566.17956,0.08543
2565.2152,0.08506
2564.25083,0.08471
2563.28646,0.08463
2562.3221,0.08488
2561.35773,0.08514
2560.39336,0.08507
2559.429,0.0848
2558.46463,0.08458
2557.50026,0.08443
2556.5359,0.08414
2555.57153,0.08381
2554.60716,0.08372
2553.6428,0.08394
2552.67843,0.08414
2551.71406,0.08407
2550.7497,0.08381
2549.78533,0.08356
2548.82096,0.08341
2547.8566,0.08334
2546.89223,0.08335
2545.92786,0.08335
2544.9635,0.08323
2543.99913,0.08292
2543.03476,0.08256
2542.0704,0.08238
2541.10603,0.08236
2540.14166,0.08236
2539.1773,0.08234
2538.21293,0.08234
2537.24856,0.08229
2536.2842,0.08209
2535.31983,0.08186
2534.35546,0.08177
2533.3911,0.08173
2532.42673,0.08156
2531.46236,0.08129
2530.498,0.08112
2529.53363,0.08111
2528.56926,0.08113
2527.6049,0.08104
2526.64053,0.08088
2525.67616,0.08071
2524.7118,0.08061
2523.74743,0.08057
2522.78306,0.08054
2521.8187,0.08053
2520.85433,0.08056
2519.88996,0.08047
2518.9256,0.08012
2517.96123,0.07968
2516.99686,0.07949
2516.0325,0.07962
2515.06813,0.07984
2514.10376,0.07992
2513.1394,0.07981
2512.17503,0.07961
2511.21066,0.07945
2510.2463,0.07938
2509.28193,0.07939
2508.31757,0.07944
2507.3532,0.07935
2506.38883,0.07904
2505.42447,0.07885
2504.4601,0.07901
2503.49573,0.07919
2502.53137,0.07894
2501.567,0.07832
2500.60263,0.07779
2499.63827,0.07766
2498.6739,0.07777
2497.70953,0.0778
2496.74517,0.07767
2495.7808,0.07759
2494.81643,0.0776
2493.85207,0.07752
2492.8877,0.0773
2491.92333,0.0771
2490.95897,0.07707
2489.9946,0.07719
2489.03023,0.07724
2488.06587,0.07701
2487.1015,0.07664
2486.13713,0.07649
2485.17277,0.07664
2484.2084,0.07683
2483.24403,0.07677
2482.27967,0.07642
2481.3153,0.07602
2480.35093,0.07578
2479.38657,0.07564
2478.4222,0.07547
2477.45783,0.07531
2476.49347,0.07522
2475.5291,0.07523
2474.56473,0.07527
2473.60037,0.07523
2472.636,0.07505
2471.67163,0.07478
2470.70727,0.07454
2469.7429,0.07441
2468.77853,0.07435
2467.81417,0.07431
2466.8498,0.0742
2465.88543,0.0739
2464.92107,0.0735
2463.9567,0.07329
2462.99233,0.0734
2462.02797,0.07356
2461.0636,0.07354
2460.09923,0.07339
2459.13487,0.07328
2458.1705,0.07326
2457.20613,0.07322
2456.24177,0.07304
2455.2774,0.07276
2454.31303,0.07256
2453.34867,0.07248
2452.3843,0.07244
2451.41993,0.07233
2450.45557,0.07214
2449.4912,0.07202
2448.52684,0.07202
2447.56247,0.07202
2446.5981,0.07185
2445.63374,0.07159
2444.66937,0.07145
2443.705,0.07142
2442.74064,0.0713
2441.77627,0.07094
2440.8119,0.0706
2439.84754,0.07059
2438.88317,0.07074
2437.9188,0.07059
2436.95444,0.07025
2435.99007,0.07014
2435.0257,0.07023
2434.06134,0.07015
2433.09697,0.06985
2432.1326,0.06956
2431.16824,0.0693
2430.20387,0.06901
2429.2395,0.06889
2428.27514,0.06904
2427.31077,0.0692
2426.3464,0.06906
2425.38204,0.06875
2424.41767,0.06859
2423.4533,0.06862
2422.48894,0.06867
2421.52457,0.06858
2420.5602,0.06843
2419.59584,0.06839
2418.63147,0.06842
2417.6671,0.06833
2416.70274,0.06804
2415.73837,0.0677
2414.774,0.06746
2413.80964,0.06738
2412.84527,0.06738
2411.8809,0.06729
2410.91654,0.06706
2409.95217,0.06684
2408.9878,0.0667
2408.02344,0.06662
2407.05907,0.06654
2406.0947,0.06637
2405.13034,0.06606
2404.16597,0.06576
2403.2016,0.06559
2402.23724,0.06556
2401.27287,0.06563
2400.3085,0.06575
2399.34414,0.06572
2398.37977,0.06544
2397.4154,0.06509
2396.45104,0.06497
2395.48667,0.0651
2394.5223,0.0652
2393.55794,0.06503
2392.59357,0.06468
2391.6292,0.0644
2390.66484,0.06425
2389.70047,0.06421
2388.7361,0.06422
2387.77174,0.06425
2386.80737,0.06424
2385.84301,0.06411
2384.87864,0.06392
2383.91427,0.06383
2382.94991,0.06392
2381.98554,0.06394
2381.02117,0.06378
2380.05681,0.06359
2379.09244,0.06346
2378.12807,0.06332
2377.16371,0.06323
2376.19934,0.06325
2375.23497,0.06323
2374.27061,0.063
2373.30624,0.06276
2372.34187,0.0628
2371.37751,0.06307
2370.41314,0.06321
2369.44877,0.06306
2368.48441,0.06279
2367.52004,0.06236
2366.55567,0.06173
2365.59131,0.06121
2364.62694,0.06125
2363.66257,0.06172
2362.69821,0.06204
2361.73384,0.06196
2360.76947,0.06155
2359.80511,0.06101
2358.84074,0.06055
2357.87637,0.06035
2356.91201,0.06038
2355.94764,0.0604
2354.98327,0.0602
2354.01891,0.05989
2353.05454,0.05983
2352.09017,0.06002
2351.12581,0.06015
2350.16144,0.06019
2349.19707,0.06043
2348.23271,0.06086
2347.26834,0.06104
2346.30397,0.06078
2345.33961,0.0603
2344.37524,0.05986
2343.41087,0.05948
2342.44651,0.05907
2341.48214,0.05876
2340.51777,0.05878
2339.55341,0.05901
2338.58904,0.05907
2337.62467,0.05886
2336.66031,0.05871
2335.69594,0.05885
2334.73157,0.05914
2333.76721,0.05927
2332.80284,0.05915
2331.83847,0.05887
2330.87411,0.05858
2329.90974,0.05839
2328.94537,0.05834
2327.98101,0.05831
2327.01664,0.05814
2326.05227,0.05791
2325.08791,0.05772
2324.12354,0.05746
2323.15918,0.05711
2322.19481,0.05683
2321.23044,0.05675
2320.26608,0.05674
2319.30171,0.05664
2318.33734,0.05635
2317.37298,0.05592
2316.40861,0.05553
2315.44424,0.05525
2314.47988,0.05507
2313.51551,0.05498
2312.55114,0.05492
2311.58678,0.05484
2310.62241,0.05475
2309.65804,0.05467
2308.69368,0.05451
2307.72931,0.05432
2306.76494,0.05416
2305.80058,0.05405
2304.83621,0.05391
2303.87184,0.05365
2302.90748,0.05336
2301.94311,0.05324
2300.97874,0.05329
2300.01438,0.05327
2299.05001,0.05315
2298.08564,0.0531
2297.12128,0.05305
2296.15691,0.05275
2295.19254,0.05225
2294.22818,0.05187
2293.26381,0.05181
2292.29944,0.05189
2291.33508,0.05186
2290.37071,0.05179
2289.40634,0.05184
2288.44198,0.0518
2287.47761,0.05153
2286.51324,0.05124
2285.54888,0.05112
2284.58451,0.05106
2283.62014,0.05092
2282.65578,0.05065
2281.69141,0.05025
2280.72704,0.04987
2279.76268,0.04974
2278.79831,0.04994
2277.83394,0.05008
2276.86958,0.04969
2275.90521,0.04898
2274.94084,0.04869
2273.97648,0.04902
2273.01211,0.04945
2272.04774,0.04948
2271.08338,0.04903
2270.11901,0.04835
2269.15464,0.04784
2268.19028,0.04771
2267.22591,0.04766
2266.26154,0.04727
2265.29718,0.04675
2264.33281,0.04667
2263.36844,0.0471
2262.40408,0.04734
2261.43971,0.04699
2260.47535,0.04657
2259.51098,0.04657
2258.54661,0.04674
2257.58225,0.04664
2256.61788,0.04643
2255.65351,0.04636
2254.68915,0.04612
2253.72478,0.0455
2252.76041,0.04503
2251.79605,0.04506
2250.83168,0.04517
2249.86731,0.04507
2248.90295,0.04506
2247.93858,0.04517
2246.97421,0.04519
2246.00985,0.04497
2245.04548,0.04449
2244.08111,0.0438
2243.11675,0.04332
2242.15238,0.04341
2241.18801,0.04376
2240.22365,0.04392
2239.25928,0.04379
2238.29491,0.04339
2237.33055,0.04289
2236.36618,0.0428
2235.40181,0.04331
2234.43745,0.04374
2233.47308,0.04365
2232.50871,0.04322
2231.54435,0.04282
2230.57998,0.04271
2229.61561,0.04273
2228.65125,0.04252
2227.68688,0.042
2226.72251,0.04174
2225.75815,0.04198
2224.79378,0.04213
2223.82941,0.04162
2222.86505,0.04056
2221.90068,0.0398
2220.93631,0.03975
2219.97195,0.03996
2219.00758,0.04003
2218.04321,0.04004
2217.07885,0.04009
2216.11448,0.03972
2215.15011,0.03881
2214.18575,0.03803
2213.22138,0.0377
2212.25701,0.03737
2211.29265,0.03692
2210.32828,0.03703
2209.36391,0.03766
2208.39955,0.03793
2207.43518,0.03763
2206.47081,0.037
2205.50645,0.03597
2204.54208,0.03485
2203.57771,0.03478
2202.61335,0.03606
2201.64898,0.0373
2200.68462,0.03723
2199.72025,0.03609
2198.75588,0.03504
2197.79152,0.03463
2196.82715,0.03462
2195.86278,0.03462
2194.89842,0.03455
2193.93405,0.03443
2192.96968,0.03433
2192.00532,0.03422
2191.04095,0.03412
2190.07658,0.03401
2189.11222,0.0339
2188.14785,0.0338
2187.18348,0.03369
2186.21912,0.03359
2185.25475,0.03348
2184.29038,0.03337
2183.32602,0.03327
2182.36165,0.03316
2181.39728,0.03306
2180.43292,0.03295
2179.46855,0.03284
2178.50418,0.03274
2177.53982,0.03263
2176.57545,0.03253
2175.61108,0.03242
2174.64672,0.03231
2173.68235,0.03221
2172.71798,0.0321
2171.75362,0.032
2170.78925,0.03189
2169.82488,0.03178
2168.86052,0.03168
2167.89615,0.03157
2166.93178,0.03147
2165.96742,0.03136
2165.00305,0.03125
2164.03868,0.03115
2163.07432,0.03104
2162.10995,0.03094
2161.14558,0.03083
2160.18122,0.03072
2159.21685,0.03062
2158.25248,0.03051
2157.28812,0.03041
2156.32375,0.0303
2155.35938,0.03019
2154.39502,0.03009
2153.43065,0.02998
2152.46628,0.02988
2151.50192,0.02977
2150.53755,0.02966
2149.57318,0.02956
2148.60882,0.02945
2147.64445,0.02935
2146.68008,0.02924
2145.71572,0.02913
2144.75135,0.02903
2143.78698,0.02892
2142.82262,0.02882
2141.85825,0.02871
2140.89388,0.0286
2139.92952,0.0285
2138.96515,0.02839
2138.00079,0.02829
2137.03642,0.02818
2136.07205,0.02807
2135.10769,0.02797
2134.14332,0.02786
2133.17895,0.02776
2132.21459,0.02765
2131.25022,0.02754
2130.28585,0.02744
2129.32149,0.02733
2128.35712,0.02723
2127.39275,0.02712
2126.42839,0.02701
2125.46402,0.02691
2124.49965,0.0268
2123.53529,0.0267
2122.57092,0.02659
2121.60655,0.02648
2120.64219,0.02638
2119.67782,0.02627
2118.71345,0.02617
2117.74909,0.02606
2116.78472,0.02595
2115.82035,0.02585
2114.85599,0.02574
2113.89162,0.02564
2112.92725,0.02553
2111.96289,0.02542
2110.99852,0.02532
2110.03415,0.02521
2109.06979,0.02511
2108.10542,0.025
2107.14105,0.02489
2106.17669,0.02479
2105.21232,0.02468
2104.24795,0.02458
2103.28359,0.02447
2102.31922,0.02436
2101.35485,0.02426
2100.39049,0.02415
2099.42612,0.02405
2098.46175,0.02394
2097.49739,0.02383
2096.53302,0.02373
2095.56865,0.02362
2094.60429,0.02352
2093.63992,0.02341
2092.67555,0.0233
2091.71119,0.0232
2090.74682,0.02309
2089.78245,0.02299
2088.81809,0.02288
2087.85372,0.02277
2086.88935,0.02267
2085.92499,0.02256
2084.96062,0.02246
2083.99625,0.02235
2083.03189,0.02224
2082.06752,0.02214
2081.10315,0.02203
2080.13879,0.02193
2079.17442,0.02182
2078.21005,0.02171
2077.24569,0.02161
2076.28132,0.0215
2075.31696,0.0214
2074.35259,0.02129
2073.38822,0.02118
2072.42386,0.02108
2071.45949,0.02097
2070.49512,0.02087
2069.53076,0.02076
2068.56639,0.02065
2067.60202,0.02055
2066.63766,0.02044
2065.67329,0.02034
2064.70892,0.02023
2063.74456,0.02012
2062.78019,0.02002
2061.81582,0.01991
2060.85146,0.01981
2059.88709,0.0197
2058.92272,0.01959
2057.95836,0.01949
2056.99399,0.01938
2056.02962,0.01928
2055.06526,0.01917
2054.10089,0.01906
2053.13652,0.01896
2052.17216,0.01885
2051.20779,0.01875
2050.24342,0.01864
2049.27906,0.01853
2048.31469,0.01843
2047.35032,0.01832
2046.38596,0.01822
2045.42159,0.01811
2044.45722,0.018
2043.49286,0.0179
2042.52849,0.01779
2041.56412,0.01769
2040.59976,0.01758
2039.63539,0.01747
2038.67102,0.01737
2037.70666,0.01726
2036.74229,0.01715
2035.77792,0.01705
2034.81356,0.01694
2033.84919,0.01684
2032.88482,0.01673
2031.92046,0.01662
2030.95609,0.01652
2029.99172,0.01641
2029.02736,0.01631
2028.06299,0.0162
2027.09862,0.01609
2026.13426,0.01599
2025.16989,0.01588
2024.20552,0.01578
2023.24116,0.01567
2022.27679,0.01556
2021.31242,0.01546
2020.34806,0.01535
2019.38369,0.01525
2018.41932,0.01514
2017.45496,0.01503
2016.49059,0.01493
2015.52622,0.01482
2014.56186,0.01472
2013.59749,0.01461
2012.63313,0.0145
2011.66876,0.0144
2010.70439,0.01429
2009.74003,0.01419
2008.77566,0.01408
2007.81129,0.01397
2006.84693,0.01387
2005.88256,0.01376
2004.91819,0.01366
2003.95383,0.01355
2002.98946,0.01344
2002.02509,0.01334
2001.06073,0.01323
2000.09636,0.01313
1999.13199,0.01302
1998.16763,0.01291
1997.20326,0.01281
1996.23889,0.0127
1995.27453,0.0126
1994.31016,0.01249
1993.34579,0.01238
1992.38143,0.01228
1991.41706,0.01217
1990.45269,0.01207
1989.48833,0.01196
1988.52396,0.01185
1987.55959,0.01175
1986.59523,0.01164
1985.63086,0.01154
1984.66649,0.01143
1983.70213,0.01132
1982.73776,0.01122
1981.77339,0.01111
1980.80903,0.01101
1979.84466,0.0109
1978.88029,0.01079
1977.91593,0.01069
1976.95156,0.01058
1975.98719,0.01048
1975.02283,0.01037
1974.05846,0.01026
1973.09409,0.01016
1972.12973,0.01005
1971.16536,0.00995
1970.20099,0.00984
1969.23663,0.00973
1968.27226,0.00963
1967.30789,0.00952
1966.34353,0.00942
1965.37916,0.00931
1964.41479,0.0092
1963.45043,0.0091
1962.48606,0.00899
1961.52169,0.00889
1960.55733,0.00878
1959.59296,0.00867
1958.62859,0.00857
1957.66423,0.00846
1956.69986,0.00836
1955.73549,0.00825
1954.77113,0.00814
1953.80676,0.00804
1952.8424,0.00793
1951.87803,0.00783
1950.91366,0.00772
1949.9493,0.00761
1948.98493,0.00751
1948.02056,0.0074
1947.0562,0.0073
1946.09183,0.00719
1945.12746,0.00708
1944.1631,0.00698
1943.19873,0.00687
1942.23436,0.00677
1941.27,0.00666
1940.30563,0.00655
1939.34126,0.00645
1938.3769,0.00634
1937.41253,0.00624
1936.44816,0.00613
1935.4838,0.00602
1934.51943,0.00592
1933.55506,0.00581
1932.5907,0.00571
1931.62633,0.0056
1930.66196,0.00549
1929.6976,0.00539
1928.73323,0.00528
1927.76886,0.00518
1926.8045,0.00506
1925.84013,0.00499
1924.87576,0.00488
1923.9114,0.00477
1922.94703,0.00488
1921.98266,0.00531
1921.0183,0.00572
1920.05393,0.00574
1919.08956,0.00541
1918.1252,0.00499
1917.16083,0.00481
1916.19646,0.00495
1915.2321,0.0053
1914.26773,0.00556
1913.30336,0.00545
1912.339,0.00494
1911.37463,0.00441
1910.41026,0.00437
1909.4459,0.00473
1908.48153,0.00484
1907.51716,0.00449
1906.5528,0.00397
1905.58843,0.00355
1904.62406,0.00316
1903.6597,0.00288
1902.69533,0.00292
1901.73096,0.00327
1900.7666,0.0036
1899.80223,0.00353
1898.83786,0.00309
1897.8735,0.00266
1896.90913,0.00256
1895.94476,0.00268
1894.9804,0.00269
1894.01603,0.00251
1893.05166,0.00231
1892.0873,0.00228
1891.12293,0.00238
1890.15857,0.00242
1889.1942,0.00222
1888.22983,0.00197
1887.26547,0.00183
1886.3011,0.00171
1885.33673,0.00148
1884.37237,0.00133
1883.408,0.00143
1882.44363,0.00166
1881.47927,0.00176
1880.5149,0.00168
1879.55053,0.00145
1878.58617,0.00115
1877.6218,0.00095
1876.65743,0.00096
1875.69307,0.00101
1874.7287,0.00093
1873.76433,0.00084
1872.79997,0.00089
1871.8356,0.00096
1870.87123,0.00075
1869.90687,0.00037
1868.9425,0.00025
1867.97813,0.00049
1867.01377,0.00066
1866.0494,0.00062
1865.08503,0.00065
1864.12067,0.00091
1863.1563,0.00124
1862.19193,0.00147
1861.22757,0.00154
1860.2632,0.00148
1859.29883,0.00138
1858.33447,0.00137
1857.3701,0.00152
1856.40573,0.00177
1855.44137,0.00201
1854.477,0.00223
1853.51263,0.00248
1852.54827,0.00271
1851.5839,0.00292
1850.61953,0.0032
1849.65517,0.0034
1848.6908,0.00339
1847.72643,0.00341
1846.76207,0.00386
1845.7977,0.00439
1844.83333,0.00449
1843.86897,0.00437
1842.9046,0.0047
1841.94023,0.00546
1840.97587,0.00618
1840.0115,0.00678
1839.04713,0.00736
1838.08277,0.00773
1837.1184,0.00786
1836.15403,0.00811
1835.18967,0.00871
1834.2253,0.00933
1833.26093,0.00974
1832.29657,0.01012
1831.3322,0.01065
1830.36783,0.01117
1829.40347,0.01145
1828.4391,0.01173
1827.47474,0.01228
1826.51037,0.01293
1825.546,0.01327
1824.58164,0.01337
1823.61727,0.01366
1822.6529,0.0141
1821.68854,0.01443
1820.72417,0.01461
1819.7598,0.01493
1818.79544,0.01536
1817.83107,0.01569
1816.8667,0.01586
1815.90234,0.016
1814.93797,0.01632
1813.9736,0.01671
1813.00924,0.01699
1812.04487,0.01702
1811.0805,0.01688
1810.11614,0.01686
1809.15177,0.01708
1808.1874,0.01739
1807.22304,0.01753
1806.25867,0.01754
1805.2943,0.01761
1804.32994,0.01789
1803.36557,0.01825
1802.4012,0.01851
1801.43684,0.01866
1800.47247,0.01873
1799.5081,0.01877
1798.54374,0.01894
1797.57937,0.01935
1796.615,0.01979
1795.65064,0.02017
1794.68627,0.02069
1793.7219,0.02124
1792.75754,0.02159
1791.79317,0.02179
1790.8288,0.02226
1789.86444,0.02299
1788.90007,0.02375
1787.9357,0.02445
1786.97134,0.02521
1786.00697,0.02605
1785.0426,0.02685
1784.07824,0.02769
1783.11387,0.02874
1782.1495,0.02994
1781.18514,0.031
1780.22077,0.03191
1779.2564,0.03303
1778.29204,0.03445
1777.32767,0.03597
1776.3633,0.03735
1775.39894,0.03862
1774.43457,0.04003
1773.4702,0.04151
1772.50584,0.04284
1771.54147,0.04407
1770.5771,0.04562
1769.61274,0.04749
1768.64837,0.04933
1767.684,0.05095
1766.71964,0.05259
1765.75527,0.05437
1764.79091,0.05624
1763.82654,0.05822
1762.86217,0.06012
1761.89781,0.06177
1760.93344,0.06325
1759.96907,0.0649
1759.00471,0.06681
1758.04034,0.06876
1757.07597,0.07058
1756.11161,0.07221
1755.14724,0.07383
1754.18287,0.07559
1753.21851,0.07744
1752.25414,0.07916
1751.28977,0.08063
1750.32541,0.08218
1749.36104,0.08391
1748.39667,0.08556
1747.43231,0.08688
1746.46794,0.08812
1745.50357,0.08957
1744.53921,0.09098
1743.57484,0.09212
1742.61047,0.09319
1741.64611,0.09454
1740.68174,0.09581
1739.71737,0.09654
1738.75301,0.09704
1737.78864,0.09774
1736.82427,0.09904
1735.85991,0.10059
1734.89554,0.1014
1733.93117,0.10078
1732.96681,0.09999
1732.00244,0.10032
1731.03807,0.10114
1730.07371,0.10128
1729.10934,0.10084
1728.14497,0.1006
1727.18061,0.1005
1726.21624,0.10029
1725.25187,0.09993
1724.28751,0.09944
1723.32314,0.09876
1722.35877,0.09792
1721.39441,0.09725
1720.43004,0.09709
1719.46567,0.09686
1718.50131,0.09571
1717.53694,0.0938
1716.57257,0.09262
1715.60821,0.09203
1714.64384,0.09102
1713.67947,0.08939
1712.71511,0.08808
1711.75074,0.08715
1710.78637,0.08602
1709.82201,0.08458
1708.85764,0.0833
1707.89327,0.08228
1706.92891,0.08105
1705.96454,0.07939
1705.00017,0.07747
1704.03581,0.07556
1703.07144,0.07487
1702.10708,0.0748
1701.14271,0.07334
1700.17834,0.06952
1699.21398,0.06652
1698.24961,0.06615
1697.28524,0.06635
1696.32088,0.06459
1695.35651,0.06154
1694.39214,0.0595
1693.42778,0.0586
1692.46341,0.05789
1691.49904,0.05666
1690.53468,0.05526
1689.57031,0.05374
1688.60594,0.05212
1687.64158,0.05086
1686.67721,0.05046
1685.71284,0.05002
1684.74848,0.04818
1683.78411,0.04524
1682.81974,0.04341
1681.85538,0.04301
1680.89101,0.04272
1679.92664,0.04152
1678.96228,0.04015
1677.99791,0.0394
1677.03354,0.03913
1676.06918,0.03835
1675.10481,0.0367
1674.14044,0.03536
1673.17608,0.0349
1672.21171,0.03476
1671.24734,0.03433
1670.28298,0.03367
1669.31861,0.03276
1668.35424,0.03182
1667.38988,0.03139
1666.42551,0.03136
1665.46114,0.03146
1664.49678,0.03147
1663.53241,0.03129
1662.56804,0.03082
1661.60368,0.03049
1660.63931,0.03062
1659.67494,0.03095
1658.71058,0.03124
1657.74621,0.03148
1656.78184,0.03179
1655.81748,0.03264
1654.85311,0.03365
1653.88874,0.03394
1652.92438,0.03313
1651.96001,0.03283
1650.99564,0.0337
1650.03128,0.03527
1649.06691,0.03662
1648.10254,0.03764
1647.13818,0.03831
1646.17381,0.0388
1645.20944,0.0396
1644.24508,0.04086
1643.28071,0.04234
1642.31635,0.04375
1641.35198,0.04522
1640.38761,0.04683
1639.42325,0.04848
1638.45888,0.0502
1637.49451,0.05201
1636.53015,0.05379
1635.56578,0.05534
1634.60141,0.05697
1633.63705,0.059
1632.67268,0.06129
1631.70831,0.06354
1630.74395,0.0657
1629.77958,0.06785
1628.81521,0.06991
1627.85085,0.07188
1626.88648,0.07387
1625.92211,0.07606
1624.95775,0.07819
1623.99338,0.07987
1623.02901,0.08112
1622.06465,0.08244
1621.10028,0.08394
1620.13591,0.08533
1619.17155,0.08665
1618.20718,0.08774
1617.24281,0.08825
1616.27845,0.08814
1615.31408,0.08829
1614.34971,0.08886
1613.38535,0.08935
1612.42098,0.08952
1611.45661,0.08962
1610.49225,0.08974
1609.52788,0.08972
1608.56351,0.08961
1607.59915,0.08951
1606.63478,0.08941
1605.67041,0.08936
1604.70605,0.08936
1603.74168,0.08937
1602.77731,0.08936
1601.81295,0.08942
1600.84858,0.08956
1599.88421,0.08971
1598.91985,0.08986
1597.95548,0.09009
1596.99111,0.0904
1596.02675,0.09066
1595.06238,0.09086
1594.09801,0.09108
1593.13365,0.09136
1592.16928,0.09163
1591.20491,0.09188
1590.24055,0.09212
1589.27618,0.09231
1588.31181,0.09245
1587.34745,0.09258
1586.38308,0.0927
1585.41871,0.09274
1584.45435,0.0927
1583.48998,0.0926
1582.52561,0.09242
1581.56125,0.09219
1580.59688,0.09179
1579.63252,0.09132
1578.66815,0.09123
1577.70378,0.09123
1576.73942,0.09046
1575.77505,0.08868
1574.81068,0.08728
1573.84632,0.08655
1572.88195,0.08601
1571.91758,0.0853
1570.95322,0.0844
1569.98885,0.08286
1569.02448,0.08074
1568.06012,0.07916
1567.09575,0.07822
1566.13138,0.0772
1565.16702,0.07548
1564.20265,0.07349
1563.23828,0.0719
1562.27392,0.07104
1561.30955,0.07037
1560.34518,0.06882
1559.38082,0.06587
1558.41645,0.06242
1557.45208,0.0599
1556.48772,0.05892
1555.52335,0.05815
1554.55898,0.0564
1553.59462,0.05394
1552.63025,0.05215
1551.66588,0.05088
1550.70152,0.04931
1549.73715,0.04707
1548.77278,0.04488
1547.80842,0.04336
1546.84405,0.04217
