,Feature_1,Feature_2,Feature_Pair,Value,Metric
17,$(ΣI)_{n}$,$(\frac{S_{1619}}{I_{1720}})_{n}$,[$(ΣI)_{n}$; $(\frac{S_{1619}}{I_{1720}})_{n}$],0.6180460030087919,Completeness
1290,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(ΣI^2)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(ΣI^2)_{n}$],0.6180460030087919,Completeness
835,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^2)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^2)_{n}$],0.6180460030087918,Completeness
1218,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(ln|ΣI|)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(ln|ΣI|)_{n}$],0.6180460030087918,Completeness
837,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^3)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^3)_{n}$],0.6180460030087916,Completeness
413,"$S_{1720, n}$",$(ΣI^{-5})_{n}$,"[$S_{1720, n}$; $(ΣI^{-5})_{n}$]",0.617585980042259,Completeness
443,"$S_{1720, n}$",$(I_{1720}^{-2})_{n}$,"[$S_{1720, n}$; $(I_{1720}^{-2})_{n}$]",0.617585980042259,Completeness
445,"$S_{1720, n}$",$(I_{1720}^{-3})_{n}$,"[$S_{1720, n}$; $(I_{1720}^{-3})_{n}$]",0.617585980042259,Completeness
2785,$(S_{1619}^{-2})_{n}$,$(I_{1720}^{-3})_{n}$,[$(S_{1619}^{-2})_{n}$; $(I_{1720}^{-3})_{n}$],0.617585980042259,Completeness
999,$(\frac{ΣS}{I_{1720}})_{n}$,$(S_{1619}^3)_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(S_{1619}^3)_{n}$],0.6174350209831989,Completeness
1001,$(\frac{ΣS}{I_{1720}})_{n}$,$(S_{1619}^4)_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(S_{1619}^4)_{n}$],0.6174350209831989,Completeness
2810,$(S_{1619}^3)_{n}$,$(I_{1720}^{-1})_{n}$,[$(S_{1619}^3)_{n}$; $(I_{1720}^{-1})_{n}$],0.6174350209831989,Completeness
2832,$(S_{1619}^3)_{n}$,$(ln|I_{1720}|)_{n}$,[$(S_{1619}^3)_{n}$; $(ln|I_{1720}|)_{n}$],0.6174350209831989,Completeness
244,"$S_{1619, n}$",$(\frac{ΣS}{I_{1619}})_{n}$,"[$S_{1619, n}$; $(\frac{ΣS}{I_{1619}})_{n}$]",0.616856771393617,Completeness
26,$(ΣI)_{n}$,$(ΣI^{-4})_{n}$,[$(ΣI)_{n}$; $(ΣI^{-4})_{n}$],0.6158447705663059,Completeness
28,$(ΣI)_{n}$,$(ΣI^{-5})_{n}$,[$(ΣI)_{n}$; $(ΣI^{-5})_{n}$],0.6158447705663059,Completeness
1471,$(ΣI^{-1})_{n}$,$(ΣI^{-2})_{n}$,[$(ΣI^{-1})_{n}$; $(ΣI^{-2})_{n}$],0.6158447705663059,Completeness
1473,$(ΣI^{-1})_{n}$,$(ΣI^{-3})_{n}$,[$(ΣI^{-1})_{n}$; $(ΣI^{-3})_{n}$],0.6158447705663059,Completeness
1506,$(ΣI^{-1})_{n}$,$(I_{1720}^2)_{n}$,[$(ΣI^{-1})_{n}$; $(I_{1720}^2)_{n}$],0.6158447705663059,Completeness
1508,$(ΣI^{-1})_{n}$,$(I_{1720}^3)_{n}$,[$(ΣI^{-1})_{n}$; $(I_{1720}^3)_{n}$],0.6158447705663059,Completeness
1618,$(ΣI^{-2})_{n}$,$(S_{1619}^5)_{n}$,[$(ΣI^{-2})_{n}$; $(S_{1619}^5)_{n}$],0.6158447705663059,Completeness
1621,$(ΣI^{-2})_{n}$,$(I_{1720}^2)_{n}$,[$(ΣI^{-2})_{n}$; $(I_{1720}^2)_{n}$],0.6158447705663059,Completeness
1623,$(ΣI^{-2})_{n}$,$(I_{1720}^3)_{n}$,[$(ΣI^{-2})_{n}$; $(I_{1720}^3)_{n}$],0.6158447705663059,Completeness
1638,$(ΣI^{-2})_{n}$,$(ln|ΣI|)_{n}$,[$(ΣI^{-2})_{n}$; $(ln|ΣI|)_{n}$],0.6158447705663059,Completeness
1732,$(ΣI^{-3})_{n}$,$(I_{1720}^2)_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1720}^2)_{n}$],0.6158447705663059,Completeness
1734,$(ΣI^{-3})_{n}$,$(I_{1720}^3)_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1720}^3)_{n}$],0.6158447705663059,Completeness
1749,$(ΣI^{-3})_{n}$,$(ln|ΣI|)_{n}$,[$(ΣI^{-3})_{n}$; $(ln|ΣI|)_{n}$],0.6158447705663059,Completeness
1839,$(ΣI^{-4})_{n}$,$(I_{1720}^2)_{n}$,[$(ΣI^{-4})_{n}$; $(I_{1720}^2)_{n}$],0.6158447705663059,Completeness
1841,$(ΣI^{-4})_{n}$,$(I_{1720}^3)_{n}$,[$(ΣI^{-4})_{n}$; $(I_{1720}^3)_{n}$],0.6158447705663059,Completeness
1856,$(ΣI^{-4})_{n}$,$(ln|ΣI|)_{n}$,[$(ΣI^{-4})_{n}$; $(ln|ΣI|)_{n}$],0.6158447705663059,Completeness
1942,$(ΣI^{-5})_{n}$,$(I_{1720}^2)_{n}$,[$(ΣI^{-5})_{n}$; $(I_{1720}^2)_{n}$],0.6158447705663059,Completeness
1948,$(ΣI^{-5})_{n}$,$(I_{1720}^5)_{n}$,[$(ΣI^{-5})_{n}$; $(I_{1720}^5)_{n}$],0.6158447705663059,Completeness
1959,$(ΣI^{-5})_{n}$,$(ln|ΣI|)_{n}$,[$(ΣI^{-5})_{n}$; $(ln|ΣI|)_{n}$],0.6158447705663059,Completeness
682,$(\frac{ΣI}{S_{1619}})_{n}$,$(ln|I_{1720}|)_{n}$,[$(\frac{ΣI}{S_{1619}})_{n}$; $(ln|I_{1720}|)_{n}$],0.6153939332934495,Completeness
1122,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1619}^{-3})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1619}^{-3})_{n}$],0.6148757107339978,Completeness
1501,$(ΣI^{-1})_{n}$,$(S_{1619}^4)_{n}$,[$(ΣI^{-1})_{n}$; $(S_{1619}^4)_{n}$],0.6141516373698477,Completeness
622,$(\frac{ΣI}{S_{1619}})_{n}$,$(\frac{S_{1619}}{S_{1720}})_{n}$,[$(\frac{ΣI}{S_{1619}})_{n}$; $(\frac{S_{1619}}{S_{1720}})_{n}$],0.6111412053755978,Completeness
621,$(\frac{ΣI}{S_{1619}})_{n}$,$(\frac{S_{1619}}{I_{1720}})_{n}$,[$(\frac{ΣI}{S_{1619}})_{n}$; $(\frac{S_{1619}}{I_{1720}})_{n}$],0.6110486647841391,Completeness
1330,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(I_{1720}^4)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(I_{1720}^4)_{n}$],0.6110486647841391,Completeness
1332,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(I_{1720}^5)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(I_{1720}^5)_{n}$],0.6110486647841391,Completeness
646,$(\frac{ΣI}{S_{1619}})_{n}$,$(I_{1619}^{-3})_{n}$,[$(\frac{ΣI}{S_{1619}})_{n}$; $(I_{1619}^{-3})_{n}$],0.6103835938112172,Completeness
1317,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(S_{1619}^2)_{n}$],0.6087752746183714,Completeness
1511,$(ΣI^{-1})_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣI^{-1})_{n}$; $(I_{1720}^{-4})_{n}$],0.6078881906900312,Completeness
1513,$(ΣI^{-1})_{n}$,$(I_{1720}^{-5})_{n}$,[$(ΣI^{-1})_{n}$; $(I_{1720}^{-5})_{n}$],0.6078881906900312,Completeness
658,$(\frac{ΣI}{S_{1619}})_{n}$,$(S_{1619}^5)_{n}$,[$(\frac{ΣI}{S_{1619}})_{n}$; $(S_{1619}^5)_{n}$],0.6074744110510624,Completeness
177,"$I_{1619, n}$",$(ΣI^{-1})_{n}$,"[$I_{1619, n}$; $(ΣI^{-1})_{n}$]",0.6056718964317727,Completeness
231,"$I_{1619, n}$",$(ln|ΣI|)_{n}$,"[$I_{1619, n}$; $(ln|ΣI|)_{n}$]",0.6056718964317727,Completeness
1714,$(ΣI^{-3})_{n}$,$(I_{1619}^2)_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1619}^2)_{n}$],0.6056718964317727,Completeness
1030,$(\frac{ΣS}{S_{1720}})_{n}$,$(\frac{I_{1619}}{I_{1720}})_{n}$,[$(\frac{ΣS}{S_{1720}})_{n}$; $(\frac{I_{1619}}{I_{1720}})_{n}$],0.6035001835580948,Completeness
1160,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(\frac{I_{1619}}{S_{1720}})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(\frac{I_{1619}}{S_{1720}})_{n}$],0.6035001835580948,Completeness
1202,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-2})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-2})_{n}$],0.6035001835580948,Completeness
1204,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-3})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-3})_{n}$],0.6035001835580948,Completeness
1206,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-4})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-4})_{n}$],0.6035001835580948,Completeness
1208,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-5})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-5})_{n}$],0.6035001835580948,Completeness
1209,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-1})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-1})_{n}$],0.6035001835580948,Completeness
1211,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-2})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-2})_{n}$],0.6035001835580948,Completeness
1213,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-3})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-3})_{n}$],0.6035001835580948,Completeness
1215,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-4})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-4})_{n}$],0.6035001835580948,Completeness
1217,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-5})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-5})_{n}$],0.6035001835580948,Completeness
1142,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1720}^{-4})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1720}^{-4})_{n}$],0.6019876850788539,Completeness
1144,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1720}^{-5})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1720}^{-5})_{n}$],0.6019876850788539,Completeness
1104,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(ΣI^{-3})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(ΣI^{-3})_{n}$],0.5972723846516695,Completeness
1106,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(ΣI^{-4})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(ΣI^{-4})_{n}$],0.5972723846516695,Completeness
1138,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1720}^{-2})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1720}^{-2})_{n}$],0.5972723846516695,Completeness
2745,$(S_{1619}^2)_{n}$,$(S_{1619}^3)_{n}$,[$(S_{1619}^2)_{n}$; $(S_{1619}^3)_{n}$],0.5959456127112771,Completeness
2747,$(S_{1619}^2)_{n}$,$(S_{1619}^4)_{n}$,[$(S_{1619}^2)_{n}$; $(S_{1619}^4)_{n}$],0.5959456127112771,Completeness
2749,$(S_{1619}^2)_{n}$,$(S_{1619}^5)_{n}$,[$(S_{1619}^2)_{n}$; $(S_{1619}^5)_{n}$],0.5959456127112771,Completeness
1840,$(ΣI^{-4})_{n}$,$(I_{1720}^{-2})_{n}$,[$(ΣI^{-4})_{n}$; $(I_{1720}^{-2})_{n}$],0.5954946881844352,Completeness
1842,$(ΣI^{-4})_{n}$,$(I_{1720}^{-3})_{n}$,[$(ΣI^{-4})_{n}$; $(I_{1720}^{-3})_{n}$],0.5954946881844352,Completeness
1943,$(ΣI^{-5})_{n}$,$(I_{1720}^{-2})_{n}$,[$(ΣI^{-5})_{n}$; $(I_{1720}^{-2})_{n}$],0.5954946881844352,Completeness
1945,$(ΣI^{-5})_{n}$,$(I_{1720}^{-3})_{n}$,[$(ΣI^{-5})_{n}$; $(I_{1720}^{-3})_{n}$],0.5954946881844352,Completeness
1128,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1619}^2)_{n}$],0.5940159243161741,Completeness
1130,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1619}^3)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1619}^3)_{n}$],0.594015924316174,Completeness
2774,$(S_{1619}^2)_{n}$,$(ln|S_{1720}|)_{n}$,[$(S_{1619}^2)_{n}$; $(ln|S_{1720}|)_{n}$],0.5931442309631653,Completeness
2840,$(S_{1619}^{-3})_{n}$,$(I_{1720}^{-2})_{n}$,[$(S_{1619}^{-3})_{n}$; $(I_{1720}^{-2})_{n}$],0.5916327560441942,Completeness
2842,$(S_{1619}^{-3})_{n}$,$(I_{1720}^{-3})_{n}$,[$(S_{1619}^{-3})_{n}$; $(I_{1720}^{-3})_{n}$],0.5916327560441942,Completeness
2893,$(S_{1619}^{-4})_{n}$,$(I_{1720}^{-2})_{n}$,[$(S_{1619}^{-4})_{n}$; $(I_{1720}^{-2})_{n}$],0.5916327560441942,Completeness
2895,$(S_{1619}^{-4})_{n}$,$(I_{1720}^{-3})_{n}$,[$(S_{1619}^{-4})_{n}$; $(I_{1720}^{-3})_{n}$],0.5916327560441942,Completeness
1626,$(ΣI^{-2})_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣI^{-2})_{n}$; $(I_{1720}^{-4})_{n}$],0.5907016167518477,Completeness
1628,$(ΣI^{-2})_{n}$,$(I_{1720}^{-5})_{n}$,[$(ΣI^{-2})_{n}$; $(I_{1720}^{-5})_{n}$],0.5907016167518477,Completeness
1735,$(ΣI^{-3})_{n}$,$(I_{1720}^{-3})_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1720}^{-3})_{n}$],0.5907016167518477,Completeness
1737,$(ΣI^{-3})_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1720}^{-4})_{n}$],0.5907016167518477,Completeness
1739,$(ΣI^{-3})_{n}$,$(I_{1720}^{-5})_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1720}^{-5})_{n}$],0.5907016167518477,Completeness
1192,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^2)_{n}$],0.5902672719005924,Completeness
2541,$(I_{1619}^{-3})_{n}$,$(S_{1619}^{-1})_{n}$,[$(I_{1619}^{-3})_{n}$; $(S_{1619}^{-1})_{n}$],0.5896439115819933,Completeness
2612,$(I_{1619}^{-4})_{n}$,$(S_{1619}^{-1})_{n}$,[$(I_{1619}^{-4})_{n}$; $(S_{1619}^{-1})_{n}$],0.5896439115819933,Completeness
271,"$S_{1619, n}$",$(ΣS^{-5})_{n}$,"[$S_{1619, n}$; $(ΣS^{-5})_{n}$]",0.5893257011153034,Completeness
3068,$(I_{1720}^{-3})_{n}$,$(ln|S_{1720}|)_{n}$,[$(I_{1720}^{-3})_{n}$; $(ln|S_{1720}|)_{n}$],0.5892615603590303,Completeness
1407,$(\frac{S_{1619}}{S_{1720}})_{n}$,$(ln|S_{1619}|)_{n}$,[$(\frac{S_{1619}}{S_{1720}})_{n}$; $(ln|S_{1619}|)_{n}$],0.5892615603590302,Completeness
1197,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^{-4})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^{-4})_{n}$],0.5866865832983148,Completeness
1199,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^{-5})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^{-5})_{n}$],0.5866865832983148,Completeness
1210,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^2)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^2)_{n}$],0.5866865832983148,Completeness
1212,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^3)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^3)_{n}$],0.5866865832983148,Completeness
1214,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^4)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^4)_{n}$],0.5866865832983148,Completeness
1216,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^5)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^5)_{n}$],0.5866865832983148,Completeness
447,"$S_{1720, n}$",$(I_{1720}^{-4})_{n}$,"[$S_{1720, n}$; $(I_{1720}^{-4})_{n}$]",0.5855946101923662,Completeness
3055,$(I_{1720}^{-3})_{n}$,$(S_{1720}^2)_{n}$,[$(I_{1720}^{-3})_{n}$; $(S_{1720}^2)_{n}$],0.5855946101923662,Completeness
3090,$(I_{1720}^{-4})_{n}$,$(S_{1720}^2)_{n}$,[$(I_{1720}^{-4})_{n}$; $(S_{1720}^2)_{n}$],0.5855946101923662,Completeness
3121,$(I_{1720}^{-5})_{n}$,$(S_{1720}^2)_{n}$,[$(I_{1720}^{-5})_{n}$; $(S_{1720}^2)_{n}$],0.5855946101923662,Completeness
1131,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1619}^{-3})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1619}^{-3})_{n}$],0.5846938191062645,Completeness
1133,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1619}^{-4})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1619}^{-4})_{n}$],0.5846938191062645,Completeness
2730,$(S_{1619}^{-1})_{n}$,$(S_{1720}^2)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^2)_{n}$],0.5836676857677806,Completeness
2732,$(S_{1619}^{-1})_{n}$,$(S_{1720}^3)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^3)_{n}$],0.5836676857677806,Completeness
2734,$(S_{1619}^{-1})_{n}$,$(S_{1720}^4)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^4)_{n}$],0.5836676857677806,Completeness
2736,$(S_{1619}^{-1})_{n}$,$(S_{1720}^5)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^5)_{n}$],0.5836676857677806,Completeness
3156,$(S_{1720}^2)_{n}$,$(ln|ΣI|)_{n}$,[$(S_{1720}^2)_{n}$; $(ln|ΣI|)_{n}$],0.5828662804513339,Completeness
3179,$(S_{1720}^3)_{n}$,$(ln|ΣI|)_{n}$,[$(S_{1720}^3)_{n}$; $(ln|ΣI|)_{n}$],0.5828662804513339,Completeness
3198,$(S_{1720}^4)_{n}$,$(ln|ΣI|)_{n}$,[$(S_{1720}^4)_{n}$; $(ln|ΣI|)_{n}$],0.5828662804513339,Completeness
3213,$(S_{1720}^5)_{n}$,$(ln|ΣI|)_{n}$,[$(S_{1720}^5)_{n}$; $(ln|ΣI|)_{n}$],0.5828662804513339,Completeness
96,$(ΣS)_{n}$,$(\frac{S_{1619}}{I_{1720}})_{n}$,[$(ΣS)_{n}$; $(\frac{S_{1619}}{I_{1720}})_{n}$],0.5817714746960231,Completeness
2718,$(S_{1619}^{-1})_{n}$,$(S_{1619}^5)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^5)_{n}$],0.5814451931695902,Completeness
2623,$(I_{1619}^{-4})_{n}$,$(I_{1720}^{-2})_{n}$,[$(I_{1619}^{-4})_{n}$; $(I_{1720}^{-2})_{n}$],0.5811719130541686,Completeness
2690,$(I_{1619}^{-5})_{n}$,$(I_{1720}^{-2})_{n}$,[$(I_{1619}^{-5})_{n}$; $(I_{1720}^{-2})_{n}$],0.5811719130541686,Completeness
792,$(\frac{ΣI}{S_{1720}})_{n}$,$(S_{1619}^{-1})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(S_{1619}^{-1})_{n}$],0.5807018242769908,Completeness
1437,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(S_{1619}^{-1})_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(S_{1619}^{-1})_{n}$],0.5807018242769908,Completeness
392,"$S_{1720, n}$",$(\frac{ΣI}{S_{1619}})_{n}$,"[$S_{1720, n}$; $(\frac{ΣI}{S_{1619}})_{n}$]",0.5807018242769907,Completeness
169,"$I_{1619, n}$",$(\frac{ΣS}{I_{1720}})_{n}$,"[$I_{1619, n}$; $(\frac{ΣS}{I_{1720}})_{n}$]",0.5791999077880438,Completeness
172,"$I_{1619, n}$",$(\frac{I_{1619}}{I_{1720}})_{n}$,"[$I_{1619, n}$; $(\frac{I_{1619}}{I_{1720}})_{n}$]",0.5791999077880438,Completeness
580,$(\frac{ΣI}{I_{1619}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(S_{1619}^2)_{n}$],0.5791999077880438,Completeness
1025,$(\frac{ΣS}{I_{1720}})_{n}$,$(ln|I_{1619}|)_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(ln|I_{1619}|)_{n}$],0.5791999077880438,Completeness
1220,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(ln|I_{1619}|)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(ln|I_{1619}|)_{n}$],0.5791999077880438,Completeness
2983,$(I_{1720}^{-1})_{n}$,$(ln|I_{1619}|)_{n}$,[$(I_{1720}^{-1})_{n}$; $(ln|I_{1619}|)_{n}$],0.5791999077880438,Completeness
1124,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1619}^{-4})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1619}^{-4})_{n}$],0.5789515079302394,Completeness
1516,$(ΣI^{-1})_{n}$,$(S_{1720}^{-2})_{n}$,[$(ΣI^{-1})_{n}$; $(S_{1720}^{-2})_{n}$],0.5787019723996493,Completeness
1518,$(ΣI^{-1})_{n}$,$(S_{1720}^{-3})_{n}$,[$(ΣI^{-1})_{n}$; $(S_{1720}^{-3})_{n}$],0.5787019723996493,Completeness
1520,$(ΣI^{-1})_{n}$,$(S_{1720}^{-4})_{n}$,[$(ΣI^{-1})_{n}$; $(S_{1720}^{-4})_{n}$],0.5787019723996493,Completeness
1522,$(ΣI^{-1})_{n}$,$(S_{1720}^{-5})_{n}$,[$(ΣI^{-1})_{n}$; $(S_{1720}^{-5})_{n}$],0.5787019723996493,Completeness
1196,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^4)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^4)_{n}$],0.5784737338413064,Completeness
2865,$(S_{1619}^4)_{n}$,$(I_{1720}^{-1})_{n}$,[$(S_{1619}^4)_{n}$; $(I_{1720}^{-1})_{n}$],0.5784737338413064,Completeness
2759,$(S_{1619}^2)_{n}$,$(I_{1720}^{-5})_{n}$,[$(S_{1619}^2)_{n}$; $(I_{1720}^{-5})_{n}$],0.5781841988000901,Completeness
863,$(\frac{ΣS}{I_{1619}})_{n}$,$(S_{1619}^{-2})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(S_{1619}^{-2})_{n}$],0.5777990343770621,Completeness
2812,$(S_{1619}^3)_{n}$,$(I_{1720}^{-2})_{n}$,[$(S_{1619}^3)_{n}$; $(I_{1720}^{-2})_{n}$],0.5777145649621084,Completeness
15,$(ΣI)_{n}$,$(\frac{I_{1619}}{I_{1720}})_{n}$,[$(ΣI)_{n}$; $(\frac{I_{1619}}{I_{1720}})_{n}$],0.5771591659152135,Completeness
854,$(\frac{ΣS}{I_{1619}})_{n}$,$(I_{1619}^{-2})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(I_{1619}^{-2})_{n}$],0.5769400261619665,Completeness
856,$(\frac{ΣS}{I_{1619}})_{n}$,$(I_{1619}^{-3})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(I_{1619}^{-3})_{n}$],0.5769400261619665,Completeness
858,$(\frac{ΣS}{I_{1619}})_{n}$,$(I_{1619}^{-4})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(I_{1619}^{-4})_{n}$],0.5769400261619665,Completeness
860,$(\frac{ΣS}{I_{1619}})_{n}$,$(I_{1619}^{-5})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(I_{1619}^{-5})_{n}$],0.5769400261619665,Completeness
2380,$(I_{1619}^{-1})_{n}$,$(I_{1619}^{-2})_{n}$,[$(I_{1619}^{-1})_{n}$; $(I_{1619}^{-2})_{n}$],0.5769400261619665,Completeness
2495,$(I_{1619}^{-2})_{n}$,$(ln|I_{1619}|)_{n}$,[$(I_{1619}^{-2})_{n}$; $(ln|I_{1619}|)_{n}$],0.5769400261619665,Completeness
2570,$(I_{1619}^{-3})_{n}$,$(ln|I_{1619}|)_{n}$,[$(I_{1619}^{-3})_{n}$; $(ln|I_{1619}|)_{n}$],0.5769400261619665,Completeness
2641,$(I_{1619}^{-4})_{n}$,$(ln|I_{1619}|)_{n}$,[$(I_{1619}^{-4})_{n}$; $(ln|I_{1619}|)_{n}$],0.5769400261619665,Completeness
2708,$(I_{1619}^{-5})_{n}$,$(ln|I_{1619}|)_{n}$,[$(I_{1619}^{-5})_{n}$; $(ln|I_{1619}|)_{n}$],0.5769400261619665,Completeness
2226,$(ΣS^4)_{n}$,$(I_{1720}^{-1})_{n}$,[$(ΣS^4)_{n}$; $(I_{1720}^{-1})_{n}$],0.5768689212486201,Completeness
2313,$(ΣS^5)_{n}$,$(I_{1720}^{-1})_{n}$,[$(ΣS^5)_{n}$; $(I_{1720}^{-1})_{n}$],0.5768689212486201,Completeness
981,$(\frac{ΣS}{I_{1720}})_{n}$,$(ΣS^3)_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(ΣS^3)_{n}$],0.5768689212486199,Completeness
